id_vocab,german,english
2149,der Elefant,the elephant
2150,der Fluss,the river
2151,wirklich,really
2152,der Konflikt,the conflict
2153,der Tiger,the tiger
2154,die Ferien,the holidays
2155,das Recht,the right
2156,die Enkelin,the grand-daughter
2157,der Bär,the bear
2158,die Philosophie,the philosophy
2159,der Seher,the seer
2160,das Zebra,the zebra
2161,die Rose,the rose
2162,die Jugend,the youth
2163,das Omelette,the omelette
2164,der Kunststoff,the plastic
2165,die Theorie,the theory
2166,der Regenschirm,the umbrella
2167,der Käfer,the cockroach
2168,das Metall,the metal
2169,rennen,to sprint
2170,die Stimme,the voice
2171,die Couch,the couch
2172,das Holz,the wood
2173,das Ethik,the ethique
2174,laufen,to run
2175,diskutieren,to discuss
2176,der Praktikant,the intern
2177,die Möglichkeit,the possibility
2178,die Katze,the cat
2179,erste,first (adj.)
2180,spass,fun
2181,die Freundin,the girlfriend
2182,der Geist,the ghost
2183,mehrere,several
2184,das Protokoll,the protocol
2185,die Ehefrau,the wife
2186,die Kosmetik,the make-up
2187,der Grossvater,the grand-father
2188,der Wurst,the sausage
2189,blind,blind
2190,bis Später,see you later
2191,das TischTennis,the table tennis
2192,allein,alone
2193,der Löwe,the lion
2194,die Identität,the identity
2195,traurig,sad
2196,das Alphabet,the alphabet
2197,pikant,spicy
2198,Juni,June
2199,der Leopard,the leopard
2200,schon,already
2201,das Produkt,the product
2202,knipsen,to push
2203,bequem,convenient
2204,die Kumquat,the kumquat
2205,jemand,someone
2206,der Maler,the painter
2207,der Wald,the forest
2208,die Fotografie,the photography
2209,das Insekt,the insect
2210,die Chemie,the chemistry
2211,der Friseur,the hairdresser
2212,die Kuh,the cow
2213,wild,wild
2214,die rote Karte,the red card
2215,der Küchenchef,the cook
2216,das Leben,the life
2217,der Journalist,the journalist
2218,sortieren,to sort
2219,die Tradition,the tradition
2220,die Literatur,the literature
2221,das Notizbuch,the notebook
2222,das Boot,the boat
2223,der Hut,the hat
2224,deklinieren,to decline
2225,die Reisetasche,the travel bag
2226,das Turnier,the tournament
2227,umsteigen,to change trains
2228,der Gorilla,the gorilla
2229,das Schloss,the castle
2230,bunt,colorful
2231,die Geldbörse,the purse
2232,überraschen,to surprise
2233,die Briefmarke,the stamp
2234,der Fuchs,the fox
2235,verlieren,to lose
2236,schwül,humide
2237,der Penalty,the penalty
2238,überrascht,surprised
2239,die Artischocke,the artichoke
2240,die Clementine,the clementine
2241,die Scheibe,the slice
2242,die Cranberry,the cranberry
2243,der Wolf,the wolf
2244,der Turm,the tower
2245,der Anrufer,the caller
2246,möglich,possible
2247,schminken,to make up
2248,das Comicbuch,the comic book
2249,die Avocado,the avocado
2250,der Zuhörer,the listener
2251,der Strom,the electricity
2252,der Ehemann,the husband
2253,die Wohnungssuche,the search for housing
2254,woher,where … from
2255,der Fußball,the football
2256,er,he
2257,schön,beautiful
2258,willkommen,to welcome
2259,liebe,dear
2260,der Keller,the celler
2261,das Lebensmittel,the groceries
2262,das Foto,the photo
2263,die Wohnungsanzeige,the flat advertisement
2264,sie,they
2265,unterstreichen,to emphasize
2266,das Gespräch,the interview
2267,nie,never
2268,der Wohnort,the place of residence
2269,nicht,not
2270,in,in
2271,die Sonne,the sun
2272,besser,better
2273,die Wand,the wall
2274,das Olivenöl,the olive oil
2275,denn,because
2276,geöffnet,open
2277,die Pause,the break
2278,das Reihenhaus,the terraced house
2279,jeder,every
2280,der Obstsalat,the fruit salad
2281,der Deutschkurs,the German course
2282,meistens,mostly
2283,die Hauptsache,the main thing
2284,dringend,urgent
2285,die Möhre,the carrot
2286,die Orange,the orange
2287,die Straße,the street
2288,der Donnerstag,Thursday
2289,der Supermarkt,the supermarket
2290,müssen,to have to
2291,die Mittagspause,the lunchtime
2292,wie,how
2293,die Person,the person
2294,finden,to find
2295,das Lammfleisch,the lamb meat
2296,die Badewanne,the bathtub
2297,viel,many
2298,die Anmeldung,the registration
2299,das Jahr,the year
2300,also,well
2301,schauen,to look
2302,ja,yes
2303,putzen,to clean
2304,die Hausaufgabe,the homework
2305,das Übungsbuch,the exercise book
2306,genau,exactly
2307,bisschen,a little
2308,der Müll,the rubbish
2309,der Rucksack,the backpack
2310,die Größe,the size
2311,die Kontrolle,the control
2312,der Montag,Monday
2313,das Viertel,the quarter to
2314,streichen,to paint
2315,die Idee,the idea
2316,die Schule,the school
2317,die Dusche,the shower
2318,die Anzeige,the advert
2319,erklären,to explain
2320,etwas,something
2321,die Landkarte,the map
2322,die Woche,the week
2323,der Kugelschreiber,the ball
2324,helfen,to help
2325,die E-mail,the email
2326,der Morgen,the morning
2327,der Einkaufszettel,the shopping list
2328,maximal,maximal
2329,die Marmelade,the jam
2330,der Familienname,the surname
2331,das Heimatland,the home country
2332,der Samstag,Saturday
2333,das Kursbuch,the course book
2334,heißen,to be called
2335,die Postleitzahl,the postcode
2336,sehr,very
2337,der Kuchen,the cake
2338,wann,when
2339,schmal,narrow
2340,der Kurs,the course
2341,nett,nice
2342,das Elektrogerät,the electronic device
2343,mittags,at midday
2344,das Haus,the house
2345,der Juni,the june
2346,halb,half past
2347,direkt,direct
2348,hören,to hear
2349,das Problem,the problem
2350,die Mengenangabe,the amount
2351,der Papierkorb,the waste paper bin
2352,die Telefonnummer,the telephone number
2353,brauchen,to need
2354,der Liter,the litre
2355,die Spülmaschine,the dishwasher
2356,das Hochhaus,the high
2357,der Tag,the day
2358,der Gast,the guest
2359,hell,light
2360,der Quadratmeter,the squaremetre
2361,weiter,further
2362,die Handynummer,the mobile number
2363,die Arbeit,the work
2364,das Brötchen,the bread roll
2365,die Sprachschule,the language school
2366,ruhig,peaceful
2367,was,what
2368,der Becher,the container
2369,sollen,to be supposed to
2370,wenn,if
2371,die Nacht,the night
2372,das WC,the WC
2373,die Diele,the hallway
2374,die Babynahrung,the baby food
2375,diese,this
2376,der Bauernhof,the farm
2377,die Kaffeemaschine,the coffee machine
2378,das Einfamilienhaus,the detached hosue
2379,Tschüss,bye
2380,noch,also
2381,das Pfund,the pound
2382,gemeinsam,together
2383,das Gerät,the appliance
2384,fragen,to ask
2385,der Spitzer,the pencil sharpener
2386,der Hunger,the hunger
2387,die Familie,the family
2388,spülen,to rinse
2389,nachmittags,in the afternoons
2390,es,it
2391,die Kaution,the deposit
2392,schreiben,to write
2393,oder,or
2394,das Obergeschoss,the upper floor
2395,über,about
2396,das Bistro,the bistro
2397,die Adresse,the address
2398,das Computerspiel,the computer game
2399,der Kontakt,the contact
2400,der Name,the name
2401,hier,here
2402,dazu,in addition
2403,kaufen,to buy
2404,der Altbau,the old building
2405,die Zitrone,the lemon
2406,mindestens,at least
2407,möbliert,furnished
2408,das Kilo,the kilo
2409,die Immobilie,the property
2410,die Grammatik,the grammar
2411,das Wochenende,the weekend
2412,antworten,to answer
2413,nur,only
2414,der Kleiderschrank,the wardrobe
2415,der Pudding,the pudding
2416,circa,around
2417,die Stunde,the hour
2418,der Stundenplan,the schedule
2419,die Bohne,the bean
2420,die Liste,the list
2421,ohne,without
2422,verwitwet,widowed
2423,das Bett,the bed
2424,planen,to plan
2425,bei,at
2426,das Buch,the book
2427,das Haustier,the pet
2428,das Fleisch,the meat
2429,vormittags,in the morning
2430,durch,through
2431,nachts,at night
2432,mögen,to like
2433,der Mittag,the midday
2434,das Angebot,the offer
2435,die Hilfe,the help
2436,der Monat,the month
2437,der Feiertag,the public holiday
2438,der Freitag,Friday
2439,ein,a
2440,endlich,finally
2441,hallo,hello
2442,billig,cheap
2443,gepflegt,looked after
2444,die Information,the information
2445,der Apfelsaft,the apple juice
2446,das Heft,the booklet
2447,verbinden,to connect
2448,das Bad,the bath
2449,der Abend,the evening
2450,immer,always
2451,der Zettel,the note
2452,super,super
2453,das Rindfleisch,the beef
2454,einkaufen,to shop
2455,die Packung,the packaging
2456,ungemütlich,uncomfortable
2457,Herr,Mr
2458,gern,very much
2459,der Honig,the honey
2460,machen,to make
2461,das Milchprodukt,the dairy product
2462,wunderschön,very beautiful
2463,mehr,more
2464,der Alltag,the everyday
2465,das Badezimmer,the bathroom
2466,der Raum,the room
2467,der Nachname,the last name
2468,so,so
2469,die Schwiegertochter,the step-daughter
2470,die Birne,the pear
2471,unser,our
2472,der Cent,the cent
2473,sonstiges,other
2474,auf,on
2475,gestern,yesterday
2476,das Bild,the image
2477,dein,your
2478,der Dialog,the dialogue
2479,der Tipp,the tip
2480,du,you
2481,das Blatt,the sheet
2482,mit,with
2483,suchen,to look for
2484,der Projektor,the projector
2485,singen,to sing
2486,anrufen,to call
2487,das Regal,the shelves
2488,für,for
2489,gemütlich,comfortable
2490,einige,a few
2491,dunkel,dark
2492,früh,early
2493,das Gramm,the gram
2494,sich,oneself
2495,die Schwägerin,the sister-in-law
2496,erst,first
2497,groß,big
2498,die Entschuldigung,the apology
2499,das Geschäft,the business
2500,der Mittwoch,Wednesday
2501,hängen,to hang
2502,fernsehen,to watch television
2503,anmelden,to register
2504,die Erdbeere,the strawberry
2505,das Kinderzimmer,the child's room
2506,der Herd,the stove
2507,werden,to become
2508,spazieren,to walk
2509,schade,shame
2510,die Zwiebel,the onion
2511,mein,my
2512,der Kursteilnehmer,the course participant
2513,zu,to
2514,buchstabieren,to spell
2515,kosten,to cost
2516,knifflig,tricky
2517,das Wiedersehen,the good bye
2518,das Mehrfamilienhaus,the apartment building
2519,ihr,her
2520,unbedingt,definitely
2521,draußen,outside
2522,der Keks,the biscuit
2523,das Ei,the egg
2524,der Kaffee,the coffee
2525,bis,until
2526,die Angabe,the detail
2527,vergleichen,to compare
2528,nach,after
2529,morgens,in the mornings
2530,die Miete,the rent
2531,der Schwiegervater,the step-father
2532,der Plan,the plan
2533,breit,wide
2534,insgesamt,in total
2535,der Kursraum,the classroom
2536,man,one
2537,langsam,slowly
2538,die Waschmaschine,the washing machine
2539,das Familienfoto,the family photo
2540,da,there
2541,die Sahne,the cream
2542,das Kind,the child
2543,das Schweinefleisch,the pork
2544,der Radiergummi,the eraser
2545,alles,everything
2546,zeichnen,to draw
2547,der Vorname,the forename
2548,die Kichererbse,the chickpea
2549,der Unterricht,the lesson
2550,die Limonade,the lemonade
2551,der Sonntag,Sunday
2552,die Eltern,the parents
2553,die Uhr,the clock
2554,die Nebenkosten,the additional costs
2555,ordnen,to order
2556,baden,to bath
2557,supergut,very good
2558,können,to be able to
2559,abends,in the evenings
2560,die Monatsmiete,the monthly rent
2561,pro,per
2562,die Karte,the card
2563,der Flur,the corridor
2564,stehen,to stand
2565,ich,I
2566,der Gruß,the greeting
2567,die Mandarine,the mandarine
2568,toll,great
2569,frühstücken,to breakfast
2570,das Land,the country
2571,grün,green
2572,die Tafel,the blackboard
2573,natürlich,of course
2574,der Couscous,the couscous
2575,das Spiel,the game
2576,der Text,the text
2577,wegziehen,to move away
2578,zu Fuß,on foot
2579,wir,we
2580,der Familienstand,the marital status
2581,die Traumwohnung,the dream flat
2582,die Pizza,the pizza
2583,die Aufgabe,the task
2584,liebsten,favourite
2585,der Spaß,the fun
2586,der Pilz,the mushroom
2587,die Cola,the cola
2588,Mai,May
2589,anbei,attached
2590,die Natur,the nature
2591,das Konzert,the concert
2592,der Stadtwald,the city forest
2593,die Stirn,the forehead
2594,der Seehund,the seal
2595,die Hand,the hand
2596,fahren,to travel
2597,das Paar,the pair
2598,der Verband,the association
2599,das Schwimmbad,the swimming pool
2600,besten,best
2601,lustig,funny
2602,das Weihnachten,the Christmas
2603,reparieren,to repair
2604,das Wiederhören,the
2605,mitbringen,to bring with
2606,der Sportschuh,the trainer
2607,freundlich,friendly
2608,prüfen,to check
2609,raten,to advise
2610,das Meer,the ocean
2611,die Hausfrau,the housewife
2612,geboren sein,to be born
2613,das Haar,the hair
2614,die Unterschrift,the signature
2615,die Einzelfahrkarte,the single ticket
2616,der Besuch,the visit
2617,gerade,at the moment
2618,die Farbe,the colour
2619,Juli,July
2620,der Brief,the letter
2621,der Schüler,the schoolchild
2622,der Betreff,the subject line
2623,der Osten,the east
2624,das T-shirt,the T-shirt
2625,der Taxifahrer,the taxi driver
2626,die Kurzstrecke,the short
2627,die Insel,the island
2628,zweimal,twice
2629,der Hase,the rabbit
2630,später,later
2631,das Pflaster,the plaster
2632,der Zeh,the toe
2633,der Ski,the ski
2634,die Strickjacke,the cardigan
2635,der Geburtstag,the birthday
2636,der Orthopäde,the orthopaedist
2637,warten,to wait
2638,der Roman,the novel
2639,bauen,to build
2640,der Weg,the path
2641,das Altenpflegeheim,the old people's home
2642,der Parkplatz,the car park
2643,überhaupt,at all
2644,der Automechaniker,the car mechanic
2645,sowieso,anyway
2646,günstig,good value
2647,das Computerprogramm,the computer programme
2648,das Jobcenter,the job centre
2649,installieren,to install
2650,die Postkarte,the postcard
2651,der Moment,the moment
2652,die Kleidung,the clothing
2653,die Minute,the minute
2654,halten,to stop
2655,der Schneemann,the snowman
2656,die Ansage,the announcement
2657,dafür,for that
2658,die Inselrundfahrt,the island tour
2659,früher,earlier
2660,die Brust,the chest
2661,der Unglückstag,the unlucky day
2662,der Koch,the chef
2663,der Metzger,the butcher
2664,unter,under
2665,sein,his
2666,die Deutschlandkarte,the map of Germany
2667,die Kopfschmerzen,the headache
2668,dreimal,three times
2669,das Bürgerbüro,the local city office
2670,das Ostern,the Easter
2671,das Westdeutschland,the West Germany
2672,per,by
2673,die Gartenparty,the garden party
2674,schwanger,pregnant
2675,die Jahreszeit,the season
2676,gefallen,to please
2677,die Polizei,the police
2678,der Einkaufsbummel,the shopping spree
2679,fallen,to fall
2680,extra,extra
2681,die Bauchschmerzen,the stomach ache
2682,das Kleidungsstück,the item of clothing
2683,positiv,positive
2684,die Praktikumsbetreuerin,the internship supervisor
2685,minus,minus
2686,der Informationsschalter,the information desk
2687,die Post,the post office
2688,organisieren,to organise
2689,einverstanden,agreed
2690,das Wartezimmer,the waiting room
2691,die Ärztin,the female doctor
2692,der Pizzafahrer,the pizza driver
2693,das Computersystem,the computer system
2694,der Norden,the north
2695,flexibel,flexible
2696,der Anzug,the suit
2697,furchtbar,terrible
2698,der Meter,the metre
2699,das Wetter,the weather
2700,das Sprechzimmer,the consultation room
2701,wollen,to want
2702,der Park,the park
2703,bringen,to bring
2704,die Ordnung,the order
2705,der Schienenersatzverkehr,the replacement bus service
2706,der Schnupfen,the to sniff
2707,nebelig,foggy
2708,der Weihnachtsmann,the Santa claus
2709,der Chef,the boss
2710,die Fahrkarte,the travel ticket
2711,die Orientierung,the orientation
2712,der Frühling,the spring
2713,nachfragen,to ask about
2714,das Halsweh,the sore throat
2715,die Volkshochschule,the adult education centre
2716,der Süden,the south
2717,das Ferienhaus,the holiday home
2718,uns,us
2719,der Feierabend,the finishing time
2720,die Feier,the celebration
2721,das Auto,the car
2722,der Hausmann,the househusband
2723,die Reparatur,the repair
2724,die Braut,the bride
2725,der März,the march
2726,eng,tight
2727,kreativ,people
2728,dürfen,to be allowed to
2729,der Fußballspieler,the football player
2730,genauso,equally
2731,krank,ill
2732,die Hochzeitsfeier,the wedding party
2733,die Sprechstundenhilfe,the receptionist
2734,öffentlich,public
2735,der Stress,the stress
2736,der Briefteil,the part of letter
2737,der Traumberuf,the dream job
2738,der Bus,the bus
2739,der Mechaniker,the mechanic
2740,die Kreuzung,the crossroads
2741,lila,purple
2742,der Nachbar,the neighbour
2743,die Gesundheitskarte,the health insurance card
2744,links,left
2745,November,November
2746,der Stadtplan,the city map
2747,der Flughafen,the airport
2748,der Intercity,the intercity
2749,der Bahnhof,the train station
2750,die Pflege,the care
2751,der Sekt,the sparking wine
2752,eben,even
2753,der Strumpf,the stocking
2754,Hustensaft,cough syrup
2755,das Weihnachtsgeschenk,the Christmas present
2756,verschieden,different
2757,die Praxis,the practice
2758,das Osterei,the easter egg
2759,der Bäcker,the baker
2760,die Straßenbahn,the tram
2761,der Rentner,the pensioner
2762,heiß,hot
2763,die Parkgebühr,the parking fee
2764,das Motorrad,the motorcycle
2765,die Oma,the Grandma
2766,die Tageskarte,the day ticket
2767,der Empfänger,the recipient
2768,ihm,him
2769,steigen,to climb
2770,nass,wet
2771,stressig,stressful
2772,gegenseitig,mutual
2773,die Haltestelle,the stop
2774,schicken,to send
2775,das Studium,the course of study
2776,außerplanmäßig,unscheduled
2777,der Jogginganzug,the tracksuit
2778,die Gitarre,the guitar
2779,der Hauptbahnhof,the main train station
2780,der Bescheid,the notice
2781,die Kasse,the cash register
2782,wiederkommen,to come again
2783,die Reise,the journey
2784,der Luftballon,the air balloon
2785,schenken,to gift
2786,samstags,on saturdays
2787,das Hobby,the hobby
2788,stundenlang,for hours
2789,der Krankenpfleger,the nurse
2790,das Tennis,the tennis
2791,die Hochzeit,the wedding
2792,braun,brown
2793,online,online
2794,der Techniker,the technician
2795,die Ankunftszeit,the arrival time
2796,die Weihnachtsfeier,the Christmas party
2797,räumen,to clear
2798,schneien,to snow
2799,der Papa,the dad
2800,das Modell,the model
2801,hageln,hail
2802,der Dienst,the service
2803,bestimmt,certainly
2804,klingeln,to ring
2805,die Krankenkasse,the health insurance
2806,verstanden,understood
2807,die Regionalbahn,the regional train
2808,die Apotheke,the pharmacy
2809,die Bushaltestelle,the bus stop
2810,der Arbeitstag,the work day
2811,die Klamotten,the clothes
2812,die Leute,the people
2813,der Wochenmarkt,the weekly market
2814,die Pizzeria,the pizzeria
2815,ausfüllen,to fill out
2816,das Mittagessen,the lunch
2817,das Gleis,the platform
2818,der Pullover,the jumper
2819,lieben,to love
2820,die Jeans,the jeans
2821,der Körperteil,the body part
2822,die Mama,the mum
2823,die Salbe,the ointment
2824,der Erwachsene,the adult
2825,aufwachsen,to grow up
2826,stellen,to set
2827,rechts,right
2828,nächster,next
2829,das Medikament,the medicine
2830,das Fest,the party
2831,beige,beige
2832,der Ellbogen,the elbow
2833,meisten,most
2834,das Kaufhaus,the department store
2835,typisch,typical
2836,wechseln,to change
2837,das Verkehrsmittel,the means of transport
2838,sicher,secure
2839,der Husten,the cough
2840,pünktlich,on time
2841,das Oktoberfest,the Octoberfest
2842,der Wintermantel,the winter coat
2843,die Sprechstunde,the consultation hours
2844,die Bank,the bank
2845,der Prospekt,the prospect
2846,der Glückstag,the lucky day
2847,das Standesamt,the registry office
2848,dritte,third
2849,die Besserung,the recovery
2850,die Vorsorge,the provision
2851,der Schokoladenkuchen,the chocolate cake
2852,die Anrede,the speech
2853,das Knie,the knee
2854,der Führerschein,the driver's license
2855,der Wetterbericht,the weather report
2856,Dank,Thanks
2857,das Entschuldigungsschreiben,the letter of apology
2858,die Universität,the university
2859,wohin,where to
2860,die Verfügung,the availability
2861,die Mode,the fashion
2862,gültig,valid
2863,vorbei,past
2864,zurück,return
2865,der Wechsel,the change
2866,das Taxi,the taxi
2867,vorne,at the front
2868,aufregen,to get excited
2869,der Musiklehrer,the music teacher
2870,gucken,to watch
2871,geradeaus,straight ahead
2872,das Fahrrad,the bicycle
2873,die Himmelsrichtung,the compass point
2874,froh,glad
2875,die Achtung,the caution
2876,die Praxisgemeinschaft,the joint practice
2877,die Linie,the line
2878,servieren,to serve
2879,das Krankenhaus,the hospital
2880,der Osterhase,the easter bunny
2881,die Geburtstagstorte,the birthday cake
2882,bilden,to form
2883,das Eis,the ice cream
2884,wehtun,to hurt
2885,halbtags,halfdays
2886,nichts,nothing
2887,Januar,January
2888,der Nacken,the neck
2889,regelmäßig,regularly
2890,die Schulter,the shoulder
2891,der Patient,the patient
2892,unglücklich,unhappy
2893,die Krankmeldung,the sick note
2894,packen,to pack
2895,die Mobilität,the mobility
2896,der Nachtdienst,the night shift
2897,unregelmäßig,infrequent
2898,die Notfallsprechstunde,the emergency consultation
2899,die Tablette,the tablet
2900,der Reporter,the reporter
2901,der Februar,February
2902,die Kantine,the cantine
2903,das Kraftfahrzeug,the motor vehicle
2904,der Hals,the throat
2905,reden,to talk
2906,der Bürokaufmann,the office administrator
2907,der Weihnachtsbaum,the Christmas tree
2908,der Zahn,the tooth
2909,der Rock,the skirt
2910,rechnen,to calculate
2911,der Hausarzt,the GP
2912,der Kassierer,the cashier
2913,der Fahrgast,the passenger
2914,die Kauffrau,the business woman
2915,erkälten,to get a cold
2916,atmen,to breathe
